char_name,description,extra
Phineas Nigellus Black,"Phineas Nigellus Black was the great-great-grandfather of Sirius Black, who has been known to refer to him as the least-popular Headmaster Hogwarts has ever had (OP6). Read More",
Nikola Vassileva,"Nikola Vassileva is a Chaser on Bulgaria’s National Team at the Quidditch World Cup tournament in 2014. Vassileva and fellow Chasers, Stoyanka Grozda and Bogomil Levski, were members of the Bulgarian side in the 2014 tournament that included the famous Seeker Viktor Krum (Pm). They had quite an easy first… Read More",
Nobby Leach,"Nobby Leach was Minister for Magic from 1962 to 1968. Leach was the first Muggle-born Minister for Magic, whose appointment caused a number of traditionalists to resign their government posts in protest (JKR, Pm). Read More",
Norbert/Norberta,"Norbert is a Norwegian Ridgeback dragon, hatched from an egg by Hagrid and raised for several weeks in the spring of 1992. Norbert outgrew his surroundings rather quickly and had to be sent to a dragon reservation in Romania, where they discovered that Norbert was… Read More",
Noriko Sato,"Noriko Sato played as Seeker for the Japanese National Team at the Quidditch World Cup tournament in 2014 (Pm). Described as a “gifted” Seeker, Sato was a member of the Japanese team at the 2014 tournament (Pm). Japan won their their first match in the Round of 16 against… Read More",
Mrs. Norris,"Mrs. Norris is a dust colored cat with lamp-like yellow eyes and a skeletal build. Mrs. Norris prowls the corridors of Hogwarts, ever on the lookout for miscreants and mischief-makers. Mrs. Norris was temporarily Petrified during the 1992-1993 school year when the Basilisk attacked her. It is the fond wish of… Read More",
Norvel Twonk,"Norvel Twonk heroically saved a Muggle child from a manticore, but was killed in the process. A Famous Wizard card was created in his honor (FW). Read More",
Nott,"Nott was a longtime Death Eater (HBP20) who stunned by Hermione early on during the Battle of the Department of Mysteries (OP35). He was then injured by the falling shelves of prophecies, as Lucius Malfoy demanded the other Death Eaters leave him to continue the battle. Since Nott… Read More",
Cantankerus Nott,"Cantankerus Nott was a member of the pure-blood Nott family, and widely believed to be the author of the infamous ‘Pure-Blood Directory’ in the 1930s. Read More",
Nott family,"A pure-blood wizarding family, listed in the ‘Pure-Blood Directory’ (c. 1930) as one of the ‘Sacred Twenty-Eight’ families (Pm). Notable members of the Nott family includes: Theodore Nott Cantankerus Nott Nott… Read More",
Theodore Nott,"Theodore Nott (Slytherin, 1991-1998) is the son of the Death Eater Nott (PS7, OP26). Theodore is described as “weedy-looking” (OP26) and “a clever loner who does not feel the need to join gangs, including Malfoy’s” (JKR). During Care of Magical Creatures class in fifth year, he… Read More",
Günther the Violent,"Günther the Violent was a Medieval German Stichstock player and a subject in the 1105 painting Günther der Gewalttätig ist der Gewinner (“Günther the Violent is the Winner”), which is the first recording of Stichstock (QA2). Read More",
Nugent Potts,Nugent Potts was a professional Quidditch referee in the 1890s. Potts was shot through the nose by a stray arrow let off by a celebrating Appleby Arrows fan during a match in 1894. This practice (which took place every time their Chasers scored) was then banned by the Department of Magical Games… Read More,
Nymphadora Tonks,"Nymphadora Tonks, or Tonks as she prefers to be called, is a Metamorphmagus Auror and member of the Order of the Phoenix. She is a pretty young woman with a heart-shaped face. Her hair changes color, but is often bubble-gum pink. Her father calls her ‘Dora.’ Tonks is an Auror and… Read More",
Idris Oakby,"Idris Oakby was the founder of the Society for the Support of Squibs (S.S.S.) (JKR, WoM). Read More",
Oakden Hobday,,
Otto Obermeier,"Otto Obermeier is Liechtenstein’s Minister for Magic in 2014. He had to intervene when the Liechtenstein Quidditch team’s mascot, Hans the Augurey, was kidnapped during the 2014 Quidditch World Cup tournament by over-excited US fans. Obermeier and the President of MACUSA made joint statements after Hans… Read More",
Mr. Oblansk ,"The Bulgarian Minister for Magic, who watches the Quidditch World Cup along with Cornelius Fudge in the top box. He understands English, but pretends not to — Fudge, who had been “miming” or acting out words all day, was quite put out when Oblansk/Obalonsk began to speak English… Read More",Obalonsk)
Octavius Pepper,"Octavius Pepper was a wizard who disappeared in the early spring of 1997, as reported by the Daily Prophet. It was implied that the disappearance is connected to an attack by Death Eaters (HBP21). Read More",
Winkus Oddpick,"Winkus Oddpick was a writer on the Daily Prophet’s op-ed page (DP3). Oddpick wrote an editorial entitled “Why can’t goblins be more like elves?“, which appeared on p.32 of the Daily Prophet after the Chipping Clodbury riot (DP3). Read More",
Oddvar Spillum,Oddvar Spillum was the coach for the Norwegian National Quidditch team in 2014. Read More,
Odo the Hero,"Odo the Hero is the “dying wizard” about whom was written a drinking song in the Wizarding World. Part of the song goes as follows: And Odo the hero, they bore him back home To the place that he’d known as a lad They laid him to rest with… Read More",
Ogden,"Whoever Ogden was, he or she has lent their name to the popular (and powerful) wizarding spirit “Ogden’s Old Firewhiskey.”… Read More",
Bob Ogden,"Bog Ogden was a “short, plump man” who worked for the Department of Magical Law Enforcement (HBP10). Ogden wore glasses so thick that they made his eyes look like tiny specks. Albus Dumbledore interviewed Ogden during his search for information about Tom Riddle’s family and saved the memory… Read More",
Tiberius Ogden,Tiberius Ogden was a Wizengamot elder who (along with Griselda Marchbanks) resigned in protest when Fudge appointed Dolores Umbridge as the first Hogwarts High Inquisitor (OP15). Ogden was a friend of Professor Tofty of the Wizarding Examinations Authority (OP31). Read More,
Ogg,"Gamekeeper at Hogwarts during Molly Weasley’s era, probably the man who held the job before Hagrid. Molly seemed to be rather fond of him (GF31). Read More",
Dunbar Oglethorpe,Dunbar Oglethorpe was chief of Q.U.A.B.B.L.E. (the Quidditch Union for the Administration and Betterment of the British League and its Endeavours) (FW). Read More,
Mercy Ojukwu,"Mercy Ojukwu was a Beater for the Nigerian National Team at the Quidditch World Cup tournament in 2014 (Pm). Ojukwu was a member of the Nigerian team at the 2014 tournament. She and the other Nigerian Chaser, Aliko Okoye, were “ferocious” against the Fijians in their first match, winning by 400… Read More",
Aliko Okoye,"Aliko Okoye was a Beater for the Nigerian National Quidditch Team at the 2014 Quidditch World Cup. Appearances A member of the Nigerian team at the 2014 Quidditch World Cup tournament, Okoye and his Beater teammate Mercy Ojukwu, were described as “ferocious” during their match against Fiji, which… Read More",
Olaf,,
Olive Hornby,"Olive Hornby was a Hogwarts student in the early 1940s. She teased Myrtle about her glasses, but regretted it later when Myrtle was killed and came back to haunt her (CS16). Read More",
Olive Hornby's brother,Mr. Hornby was the brother of Olive Hornby. Moaning Myrtle haunted his wedding in the 1940s (GF25). Read More,
Oliver Rivers,"Oliver Rivers was a student in Harry’s year at Hogwarts (HPM, Pm). Read More",
Oliver Wood,"Oliver Wood is a Gryffindor (1987-1994) and Quidditch team Captain and Keeper 1990-1994 (and possibly earlier). Oliver Wood was the “burly” Captain of the Gryffindor Quidditch team when Harry arrived at Hogwarts, and possibly the most passionate Quidditch fanatic in the school (PS7), Oliver… Read More",
Oliver Wood's parents,"Oliver Wood’s parents are introduced by their son to Harry Potter, Hermione Granger and Ron Weasley in the Campground before the start of the 1994 Quidditch World Cup final match (GF7). Read More",
Ollivander family,The Ollivanders are a famous wizarding family of wandmakers whose wands have been sold since Roman times. They are one of the so-called ‘Sacred Twenty-Eight’ families listed in the Pure-Blood Directory of the early 1930s. Notable Members of this family include: Gervaise Ollivander Geraint Ollivander Gerbold Octavius Ollivander… Read More,
Garrick Ollivander,"Garrick Ollivander is an old wandmaker – “the best” according to British witches and wizards – who runs Ollivander’s on Diagon Alley (HBP6). He has eerie, moon-like eyes and makes Harry a bit uncomfortable, as he seems just as fascinated by the power of wands used for… Read More",
Geraint Ollivander,"Geraint Ollivander was a great medieval wandmaker (Pm). According to his descendent Garrick Ollivander, he wrote that if someone was chosen by a cypress wand, he knew they would die a heroic death (Pm). Read More",
Gerbold Octavius Ollivander,Gerbold Octavius Ollivander was a wandmaker and the grandfather of Garrick Ollivander (Pm). Read More,
Gervaise Ollivander,"Gervaise Ollivander was a wandmaker and the father of Garrick Ollivander (Pm). According to his son, “You will never fool the cedar carrier” was a phrase he often used to describe owners of cedar wands (Pm). Read More",
Olympe Maxime,"Olympe Maxime was the headmistress of Beauxbatons Academy in France. She was respected both for her work at her job (GF29) and for her wizarding power (OP20). Though she was a half-giant with the height to prove it, she publicly denied her giant ancestry (… Read More",
through the Omnioculars,Through the Omnioculars refers to an older male wizard attending the 1994 Quidditch World Cup. He is caught by Ron Weasley picking his nose when Ron tests the functions of his new pair of Omnioculars before the match. Ron watches the man using the replay function several… Read More,
